Unnamed: 0,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,elim_week_result,is_withdrew,is_place,season_max_week,last_week_positive,active_until,week1_p_mean,week2_p_mean,week3_p_mean,week4_p_mean,week5_p_mean,week6_p_mean,week7_p_mean,week8_p_mean,week9_p_mean,week10_p_mean,week11_p_mean,week1_judge_score,week2_judge_score,week3_judge_score,week4_judge_score,week5_judge_score,week6_judge_score,week7_judge_score,week8_judge_score,week9_judge_score,week10_judge_score,week11_judge_score
45,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,8.0,9.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,7.0,8.0,,9.0,10.0,9.0,,9.0,8.5,8.5,,9.5,9.5,9.5,,10.0,10.0,10.0,,9.0,9.3333,9.6666,,,,,,,False,True,10,10,10.0,0.085117080642641,0.0011555438121456,0.2174236435647038,0.1601639751183523,0.2210260429001984,0.2058090672373318,0.2361262243751861,0.0052817072226971,0.0251486015210854,0.1325628249260154,,0.002894691672726993,0.002993348115299335,0.0027344196301433126,0.003197726061467401,0.0029473009770943455,0.0036425151348455204,0.0038311357373896735,0.004999905001804966,0.006282505815977404,0.00831187501341408,
46,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,8.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.0,9.0,9.0,,9.0,9.5,9.5,,10.0,10.0,10.0,,9.3333,9.3333,9.6666,,,,,,,False,True,10,10,10.0,0.1631036563755166,0.1980306729193683,0.0338926117253606,0.1822433855198681,0.0034796092595613,0.001650558602781,0.0006140784001371,0.0756700529129306,0.0323182592393087,0.0084425763337271,,0.0027789040058179134,0.002549889135254989,0.0030762220839112265,0.003079291762894534,0.00371616210155374,0.0039026947873344858,0.003978487111904661,0.004912187370194353,0.006282505815977404,0.00841081636470358,
47,Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,6.0,7.0,6.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.0155924150372693,0.0159465745537721,0.0131663532999408,,,,,,,,,0.0021999656712725145,0.0016629711751662971,0.0020508147226074845,,,,,,,,
48,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,8.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,9.0,8.5,8.5,,8.0,8.5,8.0,,9.5,9.5,9.0,,8.0,7.5,7.5,,,,,,,False,True,10,10,10.0,0.2510524712803257,0.268100753419112,0.278303583784078,0.2430622833454871,0.3125448699493654,0.3328266821820669,0.3467519115141468,0.4827487123310754,0.6879455821817276,0.858994598740258,,0.002431541005090674,0.0026607538802660754,0.002962287932655255,0.003079291762894534,0.002691013935607881,0.002992066003623106,0.0038311357373896735,0.004298163948920059,0.005863672094912244,0.0068276360025758594,
49,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,7.0,7.0,7.0,,6.0,6.0,6.0,,6.0,7.0,7.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0,0.0741849082721196,0.077893934044308,0.0857976110719433,0.0686501207074572,0.0540998237267961,,,,,,,0.002431541005090674,0.0019955654101995565,0.002278683025119427,0.0026055545686030674,0.002691013935607881,,,,,,
50,Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,7.0,7.0,7.0,,7.0,6.0,7.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,7.5,7.5,8.0,,10.0,9.0,9.5,,9.5,9.0,9.5,,9.0,8.0,9.0,,,,,,,False,True,10,10,10.0,0.2417527260261969,0.3284464537133123,0.2572604723755063,0.3818249019502936,0.3119468831012605,0.2883087051412784,0.3679332929742109,0.0017162013194139,0.2419606260216163,0.5231980326621258,,0.002431541005090674,0.0022172949002217295,0.002848353781399284,0.003079291762894534,0.0029473009770943455,0.0035124253086010375,0.003389081613844711,0.004999905001804966,0.005863672094912244,0.007718197220303145,
51,Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,6.0,6.0,6.0,,6.0,5.0,5.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.0077542245944435,0.0116596699689194,0.0061772406895658,,,,,,,,,0.002084178004363435,0.0017738359201773836,0.0023926171763753983,,,,,,,,
52,Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0,0.016104833523342,0.0228446773101372,0.013103129760027,0.0320405590556891,0.0133774627028073,,,,,,,0.0027789040058179134,0.002328159645232816,0.002962287932655255,0.0026055545686030674,0.002691013935607881,,,,,,
53,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,7.0,7.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.0355729745889659,0.0504309002986971,0.0436353722060017,0.0596816524385538,0.0499763486122153,0.0294645244363922,,,,,,0.0025473286719997538,0.0026607538802660754,0.0023926171763753983,0.0028424231657488007,0.0028191574563511132,0.00273188635113414,,,,,
54,Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,10.0,9.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,8.5,8.5,8.5,,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.0504117144721333,0.0705161323933782,0.0615224283790918,0.0766443653604008,0.0699338414671437,0.0671791226595195,0.0514699808624325,,,,,0.002431541005090674,0.0026607538802660754,0.0027344196301433126,0.003316160360040268,0.0029473009770943455,0.003122155829867589,0.0037574600501321795,,,,
55,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.5,8.5,,8.5,8.0,8.5,,8.5,9.0,8.5,,,,,,,,,,9.0,False,False,10,9,9.0,0.1154281602300362,0.1667234960956185,0.1368313451447553,0.1901633649149693,0.1510606088124942,0.1524191090669054,0.1704556938627141,0.1958813033520117,0.2915174772999976,,,0.002084178004363435,0.002328159645232816,0.0021647488738634557,0.0028424231657488007,0.003075444497837578,0.0033823354823565546,0.0038311357373896735,0.004385881580530672,0.005444838373847084,,
56,Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,7.0,8.0,7.0,,9.0,9.0,9.0,,8.0,7.0,8.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.5,8.5,9.5,,9.0,8.0,9.0,,9.0,9.5,9.0,,9.5,9.5,9.5,,,,,,,False,True,10,10,10.0,0.2925894029717687,0.0250340840111725,0.3238581697081815,0.0277548285614667,0.2836355851793514,0.3441313748990171,0.0023301210275813,0.4452432715280597,0.446208715822167,0.4741238427022708,,0.0025473286719997538,0.002993348115299335,0.0026204854788873413,0.0034345946586131345,0.003459875060067275,0.003122155829867589,0.004052162799162155,0.004561316843751898,0.005758963664645954,0.008460331568409217,
57,Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,10.0,10.0,,10.0,10.0,10.0,,9.5,8.0,9.5,,8.5,9.5,9.5,,9.5,9.0,10.0,,10.0,10.0,10.0,,,,,,,False,True,10,10,10.0,0.0006423255821523,0.0206008926871017,0.0019144696981192,0.0219685399217408,0.0015305346822403,0.0009021681556658,0.2305647955787463,0.2441819948355938,0.0203131808562198,0.0026781246356028,,0.0031262670065451523,0.002993348115299335,0.0030762220839112265,0.0034345946586131345,0.00371616210155374,0.0039026947873344858,0.003978487111904661,0.004824469738583739,0.005968380525178534,0.00890561217727286,
58,Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,5.0,5.0,5.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.0705997946273537,0.0955189057633717,,,,,,,,,,0.0017368150036361958,0.0016629711751662971,,,,,,,,,
59,Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,5.0,6.0,5.0,,6.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.0394525107411362,0.0546641237680058,,,,,,,,,,0.0018526026705452756,0.00188470066518847,,,,,,,,,
60,Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,5.0,5.0,5.0,,6.0,7.0,6.0,,7.0,7.0,7.0,,6.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.0183915850669019,0.0256622452690459,0.0226409854310828,0.0183723406839524,,,,,,,,0.0017368150036361958,0.0021064301552106432,0.0023926171763753983,0.0022502516728844673,,,,,,,
61,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,8.0,8.0,8.0,,9.0,8.0,9.0,,7.0,6.0,8.0,,8.0,7.0,9.0,,9.0,9.0,9.0,,9.0,9.0,10.0,,8.5,8.5,8.5,,9.0,8.5,9.0,,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.111299747575569,0.1278984187212386,0.1330563866076686,0.1915494471129334,0.1185387354424878,0.1175949956412211,0.1772461156943157,0.1129772289649209,,,,0.0027789040058179134,0.0028824833702882483,0.0023926171763753983,0.0028424231657488007,0.003459875060067275,0.0036425151348455204,0.0037574600501321795,0.004649034475362512,,,
62,Ted McGinley,Inna Brayer,Actor/Actress,California,United States,50,7,Eliminated Week 1,12,6.0,6.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,10,1,1.0,0.0465184553543184,,,,,,,,,,,0.002142071837817975,,,,,,,,,,
63,Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,7,Eliminated Week 6,7,6.0,5.0,5.0,,5.0,5.0,5.0,,6.0,5.0,5.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.0211271224206861,0.0287881247898625,0.0318079194280328,0.0431112221111858,0.035081815404841,0.0223647286655815,,,,,,0.0018526026705452756,0.0016629711751662971,0.0018229464200955417,0.0026055545686030674,0.002691013935607881,0.0019513473936672429,,,,,
64,Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,7,Eliminated Week 7,6,6.0,6.0,6.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.0558716931190813,0.0792177546792554,0.0792931668048999,0.0928898776265746,0.0879776477399136,0.0863253095209635,0.0551486702978504,,,,,0.002142071837817975,0.002328159645232816,0.0023926171763753983,0.0028424231657488007,0.0028191574563511132,0.002992066003623106,0.0035364329883596983,,,,
65,Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,7,Eliminated Week 9,4,7.0,6.5,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,10.0,9.0,9.0,,8.0,8.0,7.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.5,7.5,,,,,,,,,,9.0,False,False,10,9,9.0,0.1254787450291721,0.1725929801966196,0.1788467984244164,0.2238823358976892,0.1008629696920781,0.1904094255394599,0.1960403942393233,0.2764195709155925,0.164868713832977,,,0.002373647171636134,0.002328159645232816,0.0023926171763753983,0.002723988867175934,0.003588018580810508,0.002992066003623106,0.0032417302393297235,0.004210446317309445,0.004816587792249343,,
66,Misty May-Treanor,Maksim Chmerkoskiy,Athlete,California,United States,31,7,Withdrew,10,6.5,7.5,7.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,10,2,2.0,0.0820800364652112,0.1196212248762095,,,,,,,,,,0.002431541005090674,0.002328159645232816,,,,,,,,,
67,Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,7,Eliminated Week 8,5,6.5,6.5,6.5,,7.0,6.0,6.0,,8.0,8.0,8.0,,6.0,7.0,7.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,8.0,9.0,8.0,,8.0,8.0,8.0,,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.0935909430414603,0.1279529601152232,0.128456672688712,0.1606484748325654,0.1279485476217744,0.1450325599799904,0.1426294134078118,0.1371996713479245,,,,0.0022578595047270545,0.0021064301552106432,0.0027344196301433126,0.002368685971457334,0.003459875060067275,0.00273188635113414,0.003683784362874686,0.004210446317309445,,,
68,Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,7,2nd Place,2,7.0,7.0,7.5,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,7.0,7.0,7.0,,9.5,8.5,9.0,,8.5,8.0,8.0,,9.0,9.5,9.0,,,,,,,False,True,10,10,10.0,0.2102032649656952,0.015994189706375,0.2487216400144811,0.3808599357533943,0.3247731473420688,0.294508618000915,0.3213583830080663,0.1589696973766466,0.3762503870496902,0.5160014392690981,,0.002489434838545214,0.0026607538802660754,0.002848353781399284,0.0026055545686030674,0.0032035880185808103,0.0032522456561120718,0.003094378864814736,0.004736752106973125,0.0051307130830482136,0.008163477829166788,
69,Jeffrey Ross,Edyta Sliwinska,Comedian,New Jersey,United States,43,7,Eliminated Week 1,13,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,10,1,1.0,0.0593526668432081,,,,,,,,,,,0.0013894520029089567,,,,,,,,,,
70,Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,7,Eliminated Week 5,8,7.5,7.0,8.0,,7.0,8.0,8.0,,8.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0,0.0180418073161764,0.0262601571879262,0.0317267897867898,0.0393325537666005,0.0196277356755359,,,,,,,0.002605222505454294,0.002549889135254989,0.00250655132763137,0.0026055545686030674,0.0028191574563511132,,,,,,
71,Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,7,3rd Place,3,7.5,6.0,8.0,,7.0,6.0,7.0,,8.0,7.0,7.0,,9.0,8.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,9.0,7.0,9.0,,8.5,7.5,9.0,,10.0,9.0,9.5,,9.0,9.0,9.5,,,,,,,False,True,10,10,10.0,0.1893289645009972,0.2678538992961943,0.2833326566114684,0.0217391295611958,0.3009112249958208,0.0019809174230704,0.2840379249891326,0.4221172346645411,0.0019722091581488,0.4810819501889005,,0.002489434838545214,0.0022172949002217295,0.00250655132763137,0.003079291762894534,0.002691013935607881,0.0035124253086010375,0.003683784362874686,0.004385881580530672,0.005968380525178534,0.008163477829166788,
72,Kim Kardashian,Mark Ballas,TV Personality,California,United States,27,7,Eliminated Week 2,11,6.0,6.5,6.0,,6.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.0854435833253818,0.1274833570812557,,,,,,,,,,0.002142071837817975,0.00188470066518847,,,,,,,,,
73,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,7,Eliminated Week 4,9,6.0,5.5,6.0,,5.0,6.0,5.0,,7.0,7.0,6.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.0122142657463042,0.0151327282942971,0.0152801249002332,0.0115248156588525,,,,,,,,0.0020262841709088953,0.0017738359201773836,0.002278683025119427,0.0021318173743116006,,,,,,,
74,Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,7,1st Place,1,8.0,8.0,8.5,,8.0,8.0,8.0,,9.0,10.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,10.0,8.0,,10.0,10.0,10.0,,9.5,8.5,9.5,,8.0,8.5,8.0,,10.0,10.0,10.0,,,,,,,False,True,10,10,10.0,0.0007484518723068,0.0191026237767811,0.0025342313409665,0.0260116547919418,0.002816911527968,0.2593784408700184,0.0007852140578157,0.0052938256952943,0.4569086899591845,0.0029166105420008,,0.002836797839272453,0.0026607538802660754,0.0031901562351671978,0.003079291762894534,0.00371616210155374,0.0033823354823565546,0.004420541235449623,0.004824469738583739,0.0051307130830482136,0.00890561217727286,
75,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,9.0,10.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,9.5,10.0,9.5,,,False,True,11,11,11.0,0.0007181546210286,0.0012904798428051,0.0290622244193733,0.002567252199793,0.0003599130425163,0.1681623609957395,0.2040118737518975,0.0414641153737044,0.1902627000596854,0.0014561528891892,0.3086397435751316,0.0027789040058179134,0.002993348115299335,0.0030762220839112265,0.003553028957186001,0.00371616210155374,0.0033823354823565546,0.003978487111904661,0.004824469738583739,0.005863672094912244,0.00890561217727286,0.02506125749093949
76,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,6.0,6.0,6.0,,7.0,7.0,7.0,,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,11,3,3.0,0.0086917307668908,0.0093685658521603,0.0067244999569276,,,,,,,,,0.002084178004363435,0.002328159645232816,0.0018229464200955417,,,,,,,,
77,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,6.0,7.0,6.0,,6.0,5.0,6.0,,8.0,8.0,8.0,,8.0,7.0,7.0,,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,11,5,5.0,0.013880841393708,0.0130933136759959,0.0163708218164329,0.0129364813465416,0.0092274999448297,,,,,,,0.0021999656712725145,0.00188470066518847,0.0027344196301433126,0.0026055545686030674,0.0028191574563511132,,,,,,
78,Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,6.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,7.0,5.0,7.0,,6.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,7.0,False,False,11,7,7.0,0.0407311956965918,0.0435657450878788,0.0542063345486139,0.0453080662589278,0.0447829774485929,0.056962576030623,0.0421425424932165,,,,,0.0018526026705452756,0.0022172949002217295,0.002278683025119427,0.0022502516728844673,0.0025628704148646484,0.002861976177378623,0.003094378864814736,,,,
79,Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,5.0,4.0,5.0,,7.0,6.0,7.0,,8.0,8.0,7.0,,9.0,8.0,8.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,7.5,8.0,7.5,,8.0,8.0,8.0,,,,,,10.0,False,False,11,10,10.0,0.1379229585957911,0.1374218613164428,0.1899349289478029,0.1456138751800403,0.1473171237828238,0.1871294179961733,0.210451308330921,0.19213646233674,0.3524711741693601,0.176121975320022,,0.0016210273367271162,0.0022172949002217295,0.0026204854788873413,0.0029608574643216674,0.002691013935607881,0.0023416168724006915,0.0035364329883596983,0.004561316843751898,0.004816587792249343,0.007124489741818288,
80,Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,8.0,8.0,7.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,9.0,8.0,9.0,,9.5,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,,False,True,11,11,11.0,0.1596210145552927,0.2357603950439816,0.0464137409569309,0.257099101662911,0.2565037192381917,0.2774125523360976,0.2301857767041499,0.3116514814612459,0.2972705030650107,0.3813596421769987,0.0036451992263077,0.0026631163389088334,0.0026607538802660754,0.0030762220839112265,0.0029608574643216674,0.003331731539324043,0.0033823354823565546,0.004125838486419648,0.004561316843751898,0.005863672094912244,0.008311904698788003,0.025925438783730506
81,Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,5.0,4.0,4.0,,6.0,5.0,6.0,,4.0,3.0,3.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,11,4,4.0,0.0901214318937953,0.0972749522245888,0.1286876287082337,0.0990571087794918,,,,,,,,0.0015052396698180363,0.00188470066518847,0.0011393415125597135,0.0014212115828744004,,,,,,,
82,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,6.0,6.0,5.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,11,2,2.0,0.0073604215906798,0.0049719636485358,,,,,,,,,,0.0019683903374543552,0.0019955654101995565,,,,,,,,,
83,Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,6.0,7.0,7.0,,6.0,7.0,7.0,,8.0,7.0,8.0,,8.0,7.0,7.0,,7.0,8.0,8.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,8.5,8.5,8.5,,,,,,,,,,,,,,8.0,False,False,11,8,8.0,0.1050176097671935,0.1175075523069287,0.1489571839406053,0.1246230742029308,0.1178509203203564,0.1523744540613768,0.1604835709222593,0.0991715254425706,,,,0.0023157533381815945,0.0022172949002217295,0.0026204854788873413,0.0026055545686030674,0.0029473009770943455,0.002992066003623106,0.003978487111904661,0.004473599212141285,,,
84,Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,7.0,7.0,7.0,,8.0,7.0,8.0,,8.0,8.0,9.0,,9.0,8.0,10.0,,9.0,8.0,9.0,,10.0,8.0,10.0,,9.0,8.0,9.0,,9.0,9.0,10.0,,8.5,9.0,8.5,,,,,,,,,,9.0,False,False,11,9,9.0,0.0943959902077356,0.0958995817231694,0.1317943562859133,0.1016186524901372,0.1089313975953695,0.0018990647146828,0.1507864368541772,0.0022575567305421,0.1534673942222842,,,0.002431541005090674,0.002549889135254989,0.002848353781399284,0.003197726061467401,0.003331731539324043,0.0036425151348455204,0.0038311357373896735,0.004912187370194353,0.005444838373847084,,
85,Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,6.0,5.0,6.0,,5.0,4.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,7.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,11,6,6.0,0.0331028360729956,0.034019141601496,0.0447889375741995,0.0371184672252501,0.0391006242230082,0.0287721626777361,,,,,,0.0019683903374543552,0.0015521064301552106,0.0017090122688395704,0.0017765144785930006,0.0023065833733781835,0.0020814372199117258,,,,,
86,Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,6.0,6.0,,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,11,4,4.0,0.1074529555453055,0.1130492874632169,0.1507382676696058,0.1126162644711812,,,,,,,,0.002084178004363435,0.0019955654101995565,0.001936880571351513,0.0018949487771658673,,,,,,,
87,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,7.5,7.5,8.0,,9.5,9.5,9.5,,9.0,9.5,9.0,,9.5,9.5,9.5,,,False,True,11,11,11.0,0.2009828592929911,0.0967771602127992,0.0523210751753596,0.0614416561827945,0.2759258244043108,0.1272874111875716,0.001938490943378,0.3533188586551978,0.0065282284836606,0.4410622296137903,0.6877150571985602,0.0026631163389088334,0.0028824833702882483,0.0030762220839112265,0.0034345946586131345,0.0032035880185808103,0.0035124253086010375,0.004273189860934635,0.004035011054088218,0.005968380525178534,0.008163477829166788,0.02462916684454398
88,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,9,Eliminated Week 1,16,6.3333,7.3333,5.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,10,1,1.0,0.0635987364148238,,,,,,,,,,,0.002199954092505824,,,,,,,,,,
89,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,9,Eliminated Week 3,12,8.0,7.0,7.0,,7.0,7.0,7.0,,6.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.0651916628255605,0.0670615961871604,0.0636835954112744,,,,,,,,,0.0025473286719997538,0.002328159645232816,0.001936880571351513,,,,,,,,
