Unnamed: 0,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,elim_week_result,is_withdrew,is_place,season_max_week,last_week_positive,active_until,week1_q_hat,week2_q_hat,week3_q_hat,week4_q_hat,week5_q_hat,week6_q_hat,week7_q_hat,week8_q_hat,week9_q_hat,week10_q_hat,week11_q_hat,week1_p_mean,week2_p_mean,week3_p_mean,week4_p_mean,week5_p_mean,week6_p_mean,week7_p_mean,week8_p_mean,week9_p_mean,week10_p_mean,week11_p_mean
46,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,8.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.0,9.0,9.0,,9.0,9.5,9.5,,10.0,10.0,10.0,,9.3333,9.3333,9.6666,,,,,,,False,True,10,10,10.0,0.1672096848487854,0.19789312779903412,0.03617977350950241,0.1763540804386139,0.0036112586967647076,0.0009435204556211829,0.0009632747387513518,0.07333993911743164,0.02786478027701378,0.010236064903438091,,0.16310365637551666,0.1980306729193683,0.03389261172536063,0.18224338551986818,0.003479609259561338,0.0016505586027810344,0.0006140784001371449,0.0756700529129306,0.03231825923930878,0.008442576333727152,
47,Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,6.0,7.0,6.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.015517674386501312,0.0168136153370142,0.019206220284104347,,,,,,,,,0.015592415037269339,0.015946574553772172,0.013166353299940849,,,,,,,,
48,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,8.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,9.0,8.5,8.5,,8.0,8.5,8.0,,9.5,9.5,9.0,,8.0,7.5,7.5,,,,,,,False,True,10,10,10.0,0.25380632281303406,0.2694503962993622,0.2867404818534851,0.24498148262500763,0.3102662265300751,0.3390510380268097,0.3420371115207672,0.46532002091407776,0.6273741722106934,0.8606570959091187,,0.25105247128032576,0.26810075341911205,0.278303583784078,0.24306228334548713,0.3125448699493654,0.3328266821820669,0.34675191151414686,0.4827487123310754,0.6879455821817276,0.858994598740258,
49,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,7.0,7.0,7.0,,6.0,6.0,6.0,,6.0,7.0,7.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0,0.07017286121845245,0.07603330165147781,0.08685296773910522,0.06773371994495392,0.08577395230531693,,,,,,,0.07418490827211967,0.07789393404430807,0.08579761107194338,0.06865012070745725,0.054099823726796115,,,,,,
50,Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,7.0,7.0,7.0,,7.0,6.0,7.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,7.5,7.5,8.0,,10.0,9.0,9.5,,9.5,9.0,9.5,,9.0,8.0,9.0,,,,,,,False,True,10,10,10.0,0.23933732509613037,0.3295917510986328,0.258786678314209,0.3842441141605377,0.3087932765483856,0.2830980718135834,0.3612990379333496,0.002027978654950857,0.2025827020406723,0.5187768936157227,,0.24175272602619696,0.3284464537133123,0.25726047237550637,0.38182490195029367,0.31194688310126056,0.2883087051412784,0.3679332929742109,0.001716201319413981,0.24196062602161636,0.5231980326621258,
51,Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,6.0,6.0,6.0,,6.0,5.0,5.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.008086461573839188,0.011135848239064217,0.009262907318770885,,,,,,,,,0.007754224594443555,0.011659669968919435,0.0061772406895658095,,,,,,,,
52,Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0,0.016555877402424812,0.023330774158239365,0.01267018262296915,0.02726680226624012,0.021866926923394203,,,,,,,0.016104833523342056,0.022844677310137295,0.013103129760027062,0.03204055905568914,0.013377462702807352,,,,,,
53,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,7.0,7.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.037301287055015564,0.05129292979836464,0.04273043945431709,0.06003955379128456,0.04812607169151306,0.0451250821352005,,,,,,0.03557297458896594,0.05043090029869718,0.04363537220600172,0.05968165243855382,0.049976348612215345,0.02946452443639226,,,,,
54,Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,10.0,9.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,8.5,8.5,8.5,,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.05180967599153519,0.07123952358961105,0.05917704850435257,0.07264518737792969,0.06684065610170364,0.06268186122179031,0.07659143209457397,,,,,0.0504117144721333,0.07051613239337826,0.06152242837909185,0.07664436536040084,0.0699338414671437,0.06717912265951959,0.051469980862432575,,,,
55,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.5,8.5,,8.5,8.0,8.5,,8.5,9.0,8.5,,,,,,,,,,9.0,False,False,10,9,9.0,0.11893362551927567,0.16378311812877655,0.13623648881912231,0.19142241775989532,0.15341760218143463,0.14360655844211578,0.16345784068107605,0.17980124056339264,0.36782029271125793,,,0.11542816023003621,0.1667234960956185,0.13683134514475537,0.1901633649149693,0.15106060881249422,0.15241910906690542,0.17045569386271417,0.1958813033520117,0.2915174772999976,,
56,Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,7.0,8.0,7.0,,9.0,9.0,9.0,,8.0,7.0,8.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.5,8.5,9.5,,9.0,8.0,9.0,,9.0,9.5,9.0,,9.5,9.5,9.5,,,,,,,False,True,10,10,10.0,0.28695982694625854,0.025769421830773354,0.32869797945022583,0.02902756817638874,0.2862663269042969,0.34825438261032104,0.002577998209744692,0.42846986651420593,0.40916430950164795,0.47895848751068115,,0.2925894029717687,0.025034084011172544,0.3238581697081815,0.027754828561466792,0.2836355851793514,0.34413137489901713,0.0023301210275813054,0.4452432715280597,0.446208715822167,0.4741238427022708,
57,Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,10.0,10.0,,10.0,10.0,10.0,,9.5,8.0,9.5,,8.5,9.5,9.5,,9.5,9.0,10.0,,10.0,10.0,10.0,,,,,,,False,True,10,10,10.0,0.0008240072638727725,0.020852841436862946,0.0014667933573946357,0.02318548411130905,0.0016973695019260049,0.0011473131598904729,0.22857172787189484,0.2279493659734726,0.020432710647583008,0.0022645792923867702,,0.0006423255821523981,0.02060089268710176,0.0019144696981192903,0.021968539921740846,0.0015305346822403032,0.0009021681556658712,0.2305647955787463,0.2441819948355938,0.020313180856219835,0.0026781246356028794,
58,Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,5.0,5.0,5.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.07115983217954636,0.09799402207136154,,,,,,,,,,0.07059979462735375,0.09551890576337174,,,,,,,,,
59,Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,5.0,6.0,5.0,,6.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.03981359675526619,0.05482720211148262,,,,,,,,,,0.039452510741136294,0.05466412376800582,,,,,,,,,
60,Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,5.0,5.0,5.0,,6.0,7.0,6.0,,7.0,7.0,7.0,,6.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.018522148951888084,0.025506794452667236,0.021216807886958122,0.02981150709092617,,,,,,,,0.018391585066901944,0.02566224526904591,0.022640985431082894,0.01837234068395249,,,,,,,
61,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,8.0,8.0,8.0,,9.0,8.0,9.0,,7.0,6.0,8.0,,8.0,7.0,9.0,,9.0,9.0,9.0,,9.0,9.0,10.0,,8.5,8.5,8.5,,9.0,8.5,9.0,,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.11069634556770325,0.1246756985783577,0.1297546625137329,0.1823573112487793,0.1129918172955513,0.11608675867319107,0.16750194132328033,0.16175149381160736,,,,0.11129974757556904,0.12789841872123867,0.13305638660766864,0.1915494471129334,0.11853873544248784,0.11759499564122115,0.17724611569431573,0.1129772289649209,,,
62,Ted McGinley,Inna Brayer,Actor/Actress,California,United States,50,7,Eliminated Week 1,12,6.0,6.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,10,1,1.0,0.04829467833042145,,,,,,,,,,,0.04651845535431841,,,,,,,,,,
63,Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,7,Eliminated Week 6,7,6.0,5.0,5.0,,5.0,5.0,5.0,,6.0,5.0,5.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.022140739485621452,0.0312667042016983,0.03320927917957306,0.04010848328471184,0.03475449979305267,0.03426559641957283,,,,,,0.021127122420686185,0.028788124789862535,0.031807919428032856,0.04311122211118581,0.03508181540484102,0.022364728665581566,,,,,
64,Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,7,Eliminated Week 7,6,6.0,6.0,6.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.053088244050741196,0.07496431469917297,0.07962783426046371,0.0943557396531105,0.08333273977041245,0.08207637816667557,0.07982250303030014,,,,,0.05587169311908138,0.07921775467925544,0.07929316680489994,0.09288987762657469,0.08797764773991368,0.08632530952096353,0.05514867029785041,,,,
65,Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,7,Eliminated Week 9,4,7.0,6.5,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,10.0,9.0,9.0,,8.0,8.0,7.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.5,7.5,,,,,,,,,,9.0,False,False,10,9,9.0,0.12048026919364929,0.1701287180185318,0.18071237206459045,0.2179180532693863,0.09786602854728699,0.18626552820205688,0.18184970319271088,0.2516995072364807,0.21208234131336212,,,0.12547874502917217,0.1725929801966196,0.17884679842441642,0.22388233589768922,0.10086296969207818,0.19040942553945991,0.19604039423932335,0.27641957091559255,0.16486871383297702,,
66,Misty May-Treanor,Maksim Chmerkoskiy,Athlete,California,United States,31,7,Withdrew,10,6.5,7.5,7.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,10,2,2.0,0.08267338573932648,0.11675164103507996,,,,,,,,,,0.08208003646521125,0.11962122487620958,,,,,,,,,
67,Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,7,Eliminated Week 8,5,6.5,6.5,6.5,,7.0,6.0,6.0,,8.0,8.0,8.0,,6.0,7.0,7.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,8.0,9.0,8.0,,8.0,8.0,8.0,,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.08933540433645248,0.12615761160850525,0.13107611238956451,0.16183601319789886,0.12106381356716156,0.1382552534341812,0.1336258053779602,0.18663109838962555,,,,0.09359094304146036,0.1279529601152232,0.12845667268871203,0.16064847483256547,0.12794854762177446,0.14503255997999043,0.14262941340781182,0.13719967134792452,,,
68,Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,7,2nd Place,2,7.0,7.0,7.5,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,7.0,7.0,7.0,,9.5,8.5,9.0,,8.5,8.0,8.0,,9.0,9.5,9.0,,,,,,,False,True,10,10,10.0,0.21137996017932892,0.01784387044608593,0.24259406328201294,0.38443511724472046,0.3297174572944641,0.2978399097919464,0.3190453350543976,0.157182976603508,0.35036495327949524,0.5242235064506531,,0.21020326496569525,0.015994189706375086,0.24872164001448116,0.3808599357533943,0.32477314734206886,0.294508618000915,0.32135838300806635,0.15896969737664662,0.37625038704969027,0.5160014392690981,
69,Jeffrey Ross,Edyta Sliwinska,Comedian,New Jersey,United States,43,7,Eliminated Week 1,13,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,10,1,1.0,0.05887465551495552,,,,,,,,,,,0.059352666843208154,,,,,,,,,,
70,Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,7,Eliminated Week 5,8,7.5,7.0,8.0,,7.0,8.0,8.0,,8.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0,0.018743500113487244,0.025726359337568283,0.02877025678753853,0.034749165177345276,0.030109023675322533,,,,,,,0.01804180731617642,0.026260157187926222,0.03172678978678987,0.039332553766600525,0.019627735675535937,,,,,,
71,Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,7,3rd Place,3,7.5,6.0,8.0,,7.0,6.0,7.0,,8.0,7.0,7.0,,9.0,8.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,9.0,7.0,9.0,,8.5,7.5,9.0,,10.0,9.0,9.5,,9.0,9.0,9.5,,,,,,,False,True,10,10,10.0,0.19113506376743317,0.26994189620018005,0.28670430183410645,0.0204327329993248,0.30005452036857605,0.0017029823502525687,0.2843012511730194,0.3993127942085266,0.0012705957051366568,0.4731680452823639,,0.18932896450099723,0.2678538992961943,0.2833326566114684,0.021739129561195857,0.30091122499582085,0.0019809174230704337,0.28403792498913266,0.42211723466454115,0.0019722091581488173,0.48108195018890054,
72,Kim Kardashian,Mark Ballas,TV Personality,California,United States,27,7,Eliminated Week 2,11,6.0,6.5,6.0,,6.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.09259043633937836,0.13075430691242218,,,,,,,,,,0.08544358332538189,0.12748335708125577,,,,,,,,,
73,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,7,Eliminated Week 4,9,6.0,5.5,6.0,,5.0,6.0,5.0,,7.0,7.0,6.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.010365682654082775,0.01463820319622755,0.015547659248113632,0.018778005614876747,,,,,,,,0.012214265746304286,0.015132728294297128,0.015280124900233203,0.01152481565885256,,,,,,,
74,Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,7,1st Place,1,8.0,8.0,8.5,,8.0,8.0,8.0,,9.0,10.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,10.0,8.0,,10.0,10.0,10.0,,9.5,8.5,9.5,,8.0,8.5,8.0,,10.0,10.0,10.0,,,,,,,False,True,10,10,10.0,0.0008979467675089836,0.021826377138495445,0.0017580789281055331,0.027386728674173355,0.0031019507441669703,0.2595944106578827,0.0013554266188293695,0.005173561163246632,0.4362821578979492,0.002608408685773611,,0.0007484518723068634,0.019102623776781114,0.0025342313409665255,0.026011654791941834,0.0028169115279680526,0.2593784408700184,0.0007852140578157659,0.0052938256952943,0.4569086899591845,0.002916610542000855,
75,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,9.0,10.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,9.5,10.0,9.5,,,False,True,11,11,11.0,0.0009276380878873169,0.0014166184701025486,0.028843220323324203,0.002450142987072468,0.0005280252080410719,0.16431623697280884,0.2026231586933136,0.039959024637937546,0.17322726547718048,0.00091423315461725,0.30358242988586426,0.0007181546210286967,0.0012904798428051713,0.029062224419373332,0.0025672521997930774,0.00035991304251631947,0.16816236099573956,0.20401187375189755,0.041464115373704494,0.19026270005968546,0.001456152889189207,0.3086397435751316
76,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,6.0,6.0,6.0,,7.0,7.0,7.0,,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,11,3,3.0,0.008908472023904324,0.009218567050993443,0.012183229438960552,,,,,,,,,0.008691730766890856,0.009368565852160345,0.006724499956927695,,,,,,,,
77,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,6.0,7.0,6.0,,6.0,5.0,6.0,,8.0,8.0,8.0,,8.0,7.0,7.0,,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,11,5,5.0,0.013288398273289204,0.013751060701906681,0.018170669674873352,0.014491183683276176,0.014474794268608093,,,,,,,0.01388084139370802,0.013093313675995926,0.016370821816432977,0.012936481346541665,0.009227499944829715,,,,,,
78,Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,6.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,7.0,5.0,7.0,,6.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,7.0,False,False,11,7,7.0,0.04099095240235329,0.04241807758808136,0.056059256196022034,0.04470119625329971,0.044650789350271225,0.05505503714084625,0.06140095368027687,,,,,0.04073119569659182,0.043565745087878825,0.054206334548613934,0.04530806625892783,0.0447829774485929,0.056962576030623054,0.04214254249321653,,,,
79,Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,5.0,4.0,5.0,,7.0,6.0,7.0,,8.0,8.0,7.0,,9.0,8.0,8.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,7.5,8.0,7.5,,8.0,8.0,8.0,,,,,,10.0,False,False,11,10,10.0,0.13841024041175842,0.14322908222675323,0.18928630650043488,0.1507292091846466,0.15076805651187897,0.18590442836284637,0.2073228657245636,0.1783571094274521,0.31506675481796265,0.23134258389472961,,0.1379229585957911,0.13742186131644288,0.1899349289478029,0.14561387518004032,0.1473171237828238,0.1871294179961733,0.210451308330921,0.19213646233674003,0.35247117416936014,0.17612197532002202,
80,Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,8.0,8.0,7.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,9.0,8.0,9.0,,9.5,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,,False,True,11,11,11.0,0.15497027337551117,0.23764610290527344,0.04820378124713898,0.25490835309028625,0.253088116645813,0.27476128935813904,0.2288607507944107,0.3013470470905304,0.29117920994758606,0.3533323407173157,0.0031464870553463697,0.15962101455529273,0.2357603950439816,0.046413740956930946,0.257099101662911,0.2565037192381917,0.27741255233609763,0.2301857767041499,0.31165148146124594,0.29727050306501074,0.3813596421769987,0.0036451992263077104
81,Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,5.0,4.0,4.0,,6.0,5.0,6.0,,4.0,3.0,3.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,11,4,4.0,0.09173676371574402,0.09493063390254974,0.1254592388868332,0.10004018992185593,,,,,,,,0.09012143189379535,0.09727495222458885,0.12868762870823378,0.09905710877949188,,,,,,,
82,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,6.0,6.0,5.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,11,2,2.0,0.007574961055070162,0.007838686928153038,,,,,,,,,,0.007360421590679867,0.004971963648535801,,,,,,,,,
83,Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,6.0,7.0,7.0,,6.0,7.0,7.0,,8.0,7.0,8.0,,8.0,7.0,7.0,,7.0,8.0,8.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,8.5,8.5,8.5,,,,,,,,,,,,,,8.0,False,False,11,8,8.0,0.10763414204120636,0.11138713359832764,0.1472051441669464,0.11738230288028717,0.11724602431058884,0.14454588294029236,0.15570057928562164,0.14087001979351044,,,,0.10501760976719351,0.11750755230692878,0.14895718394060534,0.12462307420293085,0.11785092032035649,0.1523744540613768,0.16048357092225934,0.09917152544257062,,,
84,Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,7.0,7.0,7.0,,8.0,7.0,8.0,,8.0,8.0,9.0,,9.0,8.0,10.0,,9.0,8.0,9.0,,10.0,8.0,10.0,,9.0,8.0,9.0,,9.0,9.0,10.0,,8.5,9.0,8.5,,,,,,,,,,9.0,False,False,11,9,9.0,0.09465408325195312,0.0980694442987442,0.1294398009777069,0.10066650807857513,0.10251527279615402,0.0015252713346853852,0.1419316530227661,0.002016024896875024,0.2137286365032196,,,0.09439599020773567,0.09589958172316942,0.13179435628591335,0.1016186524901372,0.10893139759536959,0.0018990647146828559,0.1507864368541772,0.0022575567305421493,0.15346739422228425,,
85,Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,6.0,5.0,6.0,,5.0,4.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,7.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,11,6,6.0,0.03349399194121361,0.03466010466217995,0.0458063967525959,0.036525655537843704,0.03648446872830391,0.04498707130551338,,,,,,0.03310283607299565,0.034019141601496015,0.044788937574199564,0.037118467225250196,0.03910062422300824,0.02877216267773611,,,,,
86,Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,6.0,6.0,,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,11,4,4.0,0.10699672251939774,0.1107218787074089,0.14632876217365265,0.11668138951063156,,,,,,,,0.10745295554530551,0.11304928746321696,0.15073826766960585,0.11261626447118124,,,,,,,
87,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,7.5,7.5,8.0,,9.5,9.5,9.5,,9.0,9.5,9.0,,9.5,9.5,9.5,,,False,True,11,11,11.0,0.20041340589523315,0.09471260756254196,0.05301428958773613,0.061423879116773605,0.2802444100379944,0.12890483438968658,0.002160019939765334,0.33745071291923523,0.006798143498599529,0.41441088914871216,0.6932710409164429,0.2009828592929911,0.09677716021279921,0.052321075175359694,0.06144165618279459,0.27592582440431085,0.12728741118757167,0.0019384909433780165,0.3533188586551978,0.00652822848366063,0.4410622296137903,0.6877150571985602
88,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,9,Eliminated Week 1,16,6.3333,7.3333,5.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,10,1,1.0,0.06306476145982742,,,,,,,,,,,0.06359873641482387,,,,,,,,,,
89,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,9,Eliminated Week 3,12,8.0,7.0,7.0,,7.0,7.0,7.0,,6.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.062406253069639206,0.06497708708047867,0.06353691965341568,,,,,,,,,0.06519166282556052,0.06706159618716047,0.06368359541127444,,,,,,,,
90,Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,9,Eliminated Week 6,9,8.0,8.0,8.0,,7.0,6.0,6.0,,6.0,6.0,7.0,,9.0,9.0,10.0,,8.0,8.0,7.0,,8.3333,8.3333,7.3333,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.0816400796175003,0.08500345051288605,0.0831192210316658,0.0017063355771824718,0.10430514812469482,0.1143026202917099,,,,,,0.0805627098888252,0.08519799054664409,0.08275382586360655,0.0019454724657946914,0.10675397836527468,0.11599118908704424,,,,,
91,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,9,Eliminated Week 7,6,9.6666,9.6666,9.6666,,7.0,7.0,7.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,9.0,9.0,8.0,,11.0,11.0,10.0,,7.0,7.5,7.0,,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.07815618067979813,0.08137866109609604,0.07957495003938675,0.09832170605659485,0.09640802443027496,0.10857169330120087,0.14605925977230072,,,,,0.07851959641026787,0.08175539892007687,0.08075656649130111,0.10015754282479186,0.10067233188549961,0.11132931969282414,0.14522272010250079,,,,
